S  4.00-0.158-0.515
S  4.10-0.881-0.061
S  4.20-1.765-0.008-3.139
S  4.30-2.430-0.011-1.663
S  4.40-2.846-0.102-0.682-4.530
S  4.50-3.256-0.385-0.233-2.799
S  4.60-3.711-0.755-0.094-1.739
S  4.70-4.180-1.130-0.081-1.017-3.880
S  4.80-4.706-1.543-0.173-0.529-2.495
S  4.90      -2.041-0.391-0.259-1.475-4.810
S  5.00      -2.641-0.741-0.189-0.773-3.128
S  5.10      -3.357-1.229-0.312-0.358-1.899-2.894
S  5.20      -4.209-1.869-0.630-0.216-1.073-1.233
S  5.30            -2.874-1.349-0.536-0.814-0.293
S  5.40            -4.278-2.493-1.333-1.110-0.059-3.551
S  5.50                  -3.563-2.094-1.431-0.022-2.367
S  5.60                  -4.437-2.690-1.635-0.028-1.435-3.994
S  5.70                        -3.229-1.817-0.100-0.732-2.369-4.900
S  5.80                        -3.882-2.145-0.340-0.327-1.200-2.844
S  5.90                        -4.775-2.740-0.841-0.287-0.523-1.430-3.444
S  6.00                              -3.634-1.627-0.618-0.321-0.610-1.946-3.558
S  6.10                              -4.775-2.647-1.251-0.505-0.276-1.044-2.074-3.488
S  6.20                                    -3.807-2.078-0.951-0.281-0.571-1.125-1.954-3.084-4.198
S  6.30                                          -3.091-1.635-0.589-0.470-0.625-0.968-1.564-2.103
S  6.40                                          -4.432-2.690-1.317-0.845-0.658-0.589-0.753-0.815
S  6.50                                                -4.158-2.499-1.715-1.229-0.808-0.618-0.282
S  6.60                                                      -3.806-2.746-1.992-1.264-0.777-0.116-3.787
S  6.70                                                            -3.714-2.720-1.719-0.975-0.060-2.782
S  6.80                                                            -4.575-3.359-2.116-1.144-0.041-1.996-4.651
S  6.90                                                                  -3.926-2.463-1.283-0.045-1.380-3.346
S  7.00                                                                  -4.458-2.795-1.424-0.079-0.913-2.307
S  7.10                                                                        -3.154-1.605-0.165-0.587-1.504
